NP,tag,group,count,polarity,pair
가사,o,['음악'],203,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1]","['재밌는_가사', '진솔한_가사', '희망_가사', '따뜻한_가사', '재미있는_가사', '설레는_가사', '리드미컬한_가사', '달콤한_가사', '애절한_가사', '밝은_가사', '발랄한_가사', '유쾌한_가사', '이루_가사', '우울한_가사', '강인한_가사', '섹시한_가사', '솔직_가사', '가득한_가사', '재치있는_가사', '많은_가사', '화사_가사', '선사하는_가사', '돋보이는_가사', '속시원한_가사', '대비되는_가사', '솔직한_가사', '톡톡 튀는_가사', '통통 튀는_가사', '시원한_가사', '높은_가사', '어울리는_가사', '유일한_가사']"
눈빛,o,['표정'],196,"[1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, -1, 0, -1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, -1, -1, 0, -1, 1, -1, 0, 1, 1, 0]","['깊은_눈빛', '시크한_눈빛', '없는_눈빛', '가득한_눈빛', '압도_눈빛', '섹시한_눈빛', '화사_눈빛', '촉촉한_눈빛', '깊어진_눈빛', '높이는_눈빛', '신비로운_눈빛', '완성한_눈빛', '달콤한_눈빛', '압도하는_눈빛', '사로잡는_눈빛', '거침없는_눈빛', '완성_눈빛', '초롱초롱한_눈빛', '설레는_눈빛', '아찔한_눈빛', '빛나는_눈빛', '달달한_눈빛', '심쿵하_눈빛', '미스터리한_눈빛', '장난스러운_눈빛', '쓸쓸한_눈빛', '영롱한_눈빛', '높은_눈빛', '따뜻한_눈빛', '근사한_눈빛', '가능한_눈빛', '사랑스러운_눈빛', '포근한_눈빛', '심쿵_눈빛', '러블리한_눈빛', '청순한_눈빛', '천진난만한_눈빛', '긴장_눈빛', '긴장한_눈빛', '피곤한_눈빛', '의미심장한_눈빛', '싸늘한_눈빛', '깊이 있는_눈빛', '위험한_눈빛', '애절한_눈빛', '돋보이는_눈빛', '순수한_눈빛', '진지한_눈빛']"
표정,o,['표정'],196,"[1, 0, 1, 0, 1, 1, 0, 1, 1, -1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, -1, 0, 0, 0, 1, -1, 1, 1, -1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, -1, -1]","['시크한_표정', '의미심장한_표정', '자연스러운_표정', '상반된_표정', '깜찍한_표정', '다양한_표정', '과감한_표정', '흥미진진한_표정', '코믹한_표정', '어색한_표정', '뺨치는_표정', '사랑스러운_표정', '가득한_표정', '익살스러운_표정', '밝은_표정', '상큼한_표정', '행복한_표정', '당찬_표정', '발랄한_표정', '생생한_표정', '당당한_표정', '진지한_표정', '오묘한_표정', '진정한_표정', '이상한_표정', '장난스러운_표정', '굳은_표정', '느껴지는_표정', '환한_표정', '심각한_표정', '섹시한_표정', '설레는_표정', '쓸쓸한_표정', '완벽한_표정', '요염한_표정', '화사_표정', '울컥한_표정', '러블리한_표정', '감동한_표정', '싱그러운_표정', '화사한_표정', '뿌듯한_표정', '좋아하는_표정', '씁쓸한_표정', '신기하다_표정', '반가운_표정', '천진난만한_표정', '당황한_표정', '우울한_표정']"
실력,o,['퍼포먼스'],192,"[1, 1, 1, 1, 1, 1, -1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1]","['탄탄한_실력', '출중한_실력', '압도_실력', '한층 성장한_실력', '탁월한_실력', '남달랐던_실력', '부진한_실력', '놀라_실력', '인정받는_실력', '더욱 성장한_실력', '걸출한_실력', '대단한_실력', '높은_실력', '우아_실력', '없는_실력', '인정하는_실력', '파워풀한_실력', '겸비한_실력', '가능_실력', '섬세한_실력', '성숙한_실력', '완벽한_실력', '뺨치는_실력']"
노래,o,['음악'],191,"[1, -1, 0, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, -1, 1, -1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, -1]","['노래_잘하', '노래_아니', '노래_많은', '노래_잘하는', '노래_선보이는', '노래_가장 좋아하는', '노래_매료시킬', '노래_선보일지', '노래_깔끔하게 부르는', '노래_사로잡을', '노래_못하는', '노래_설레게 만들었', '노래_추천하', '노래_추천한', '노래_모르는', '노래_완벽', '노래_아니다', '노래_기대', '노래_감미로운', '노래_받은', '노래_달성', '노래_당당하', '노래_좋아하는', '노래_좋아해', '노래_완벽한', '노래_선보였', '노래_잘되', '노래_가능할', '노래_없는', '노래_성공', '노래_잘할', '노래_사랑받는', '노래_추천하는', '노래_끌어', '노래_잘했', '노래_없다', '노래_사랑해', '노래_물씬 풍기는', '노래_사로잡았', '노래_즐겨', '노래_좋아하', '노래_극찬했', '노래_인정받았', '노래_압도', '노래_강조했', '노래_망설임']"
성과,o,['기타'],184,"[0, 1, 0, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1]","['유의미한_성과', '특별한_성과', '놀라_성과', '좋은_성과', '달성하는_성과', '주목할 만한_성과', '괄목할_성과', '훌륭한_성과', '만만치 않은_성과', '두드러지는_성과', '짜릿한_성과', '달성_성과', '이루는_성과', '중요한_성과', '우수한_성과', '감동_성과']"
몸매,o,['몸매'],183,"[1, 1, 0, 1, 0, 1, 1, 1, 1, -1, 1, 1, -1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]","['늘씬한_몸매', '탄탄한_몸매', '없는_몸매', '완벽한_몸매', '여리여리한_몸매', '날씬한_몸매', '섹시한_몸매', '글래머러스한_몸매', '우월한_몸매', '아찔한_몸매', '뽐낸_몸매', '글래머스한_몸매', '앙상한_몸매', '건강한_몸매', '압도_몸매', '자극하는_몸매', '뛰어넘는_몸매', '완벽_몸매', '화려한_몸매', '선명한_몸매', '화사_몸매', '이기_몸매', '날렵한_몸매']"
존재감,o,['기타'],183,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, -1, 1, 1, 1]","['막강한_존재감', '압도_존재감', '뚜렷한_존재감', '강력한_존재감', '탄탄한_존재감', '확실한_존재감', '빛나는_존재감', '대체 불가한_존재감', '뛰어넘는_존재감', '특별한_존재감', '당당한_존재감', '화사_존재감', '없는_존재감', '자랑하는_존재감', '완벽한_존재감', '사랑스러운_존재감', '건강하시_존재감', '활약하고 있는_존재감', '섹시_존재감', '단순한_존재감', '없애는_존재감', '압도한_존재감', '설레는_존재감', '강렬_존재감']"
반응,o,['반응'],178,"[1, 0, 1, 1, 1, 1, 0, 1, 0, -1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1]","['반응_기대된다', '반응_뜨겁', '반응_좋아', '반응_끌어', '반응_자아냈', '반응_기대', '반응_원하는', '반응_좋은', '반응_드러냈', '반응_아니', '반응_웃을', '반응_뿌듯', '반응_받았', '반응_신비롭', '반응_갖추', '반응_좋다', '반응_감탄했', '반응_칭찬했', '반응_자연스럽', '반응_상승', '반응_좋았다']"
가창력,o,['가창력'],174,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1]","['파워풀한_가창력', '탄탄한_가창력', '감미로운_가창력', '시원시원한_가창력', '탁월한_가창력', '리드미컬한_가창력', '놀라_가창력', '섬세한_가창력', '시원한_가창력', '폭발하는_가창력', '화려한_가창력', '완벽한_가창력', '풍부한_가창력', '높은_가창력', '싱그러운_가창력', '준수한_가창력', '화사_가창력', '없는_가창력', '소울풀한_가창력']"
인사,o,['사회성'],173,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 0, 1, 1, 1, 1, 1, -1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]","['반가운_인사', '감사_인사', '따뜻한_인사', '화려한_인사', '훈훈한_인사', '상큼한_인사', '사랑스러운_인사', '시크한_인사', '다정한_인사', '화사_인사', '깜찍한_인사', '빛나는_인사', '짧은_인사', '발랄한_인사', '상냥한_인사', '좋았다_인사', '근사한_인사', '훈훈_인사', '축하해_인사', '싱그러운_인사', '설렘_인사', '고마움_인사', '심쿵_인사', '어색한_인사', '과감한_인사', '화사한_인사', '반갑_인사', '상큼_인사', '뽐내_인사', '아름답_인사', '뻔뻔한_인사', '달콤한_인사', '달달한_인사', '귀엽_인사', '수줍은_인사', '행복하길_인사', '뜻깊은_인사', '설레는_인사', '당찬_인사', '가득한_인사', '밝은_인사', '겸손한_인사']"
일상,o,['기타'],173,"[1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, -1, 0, 1]","['특별한_일상', '편안한_일상', '평범한_일상', '즐기는_일상', '받는_일상', '변화된_일상', '꾸밈없는_일상', '행복한_일상', '여유로운_일상', '화려한_일상', '훈훈한_일상', '사랑스러운_일상', '가득한_일상', '평화로운_일상', '소중한_일상', '럭셔리한_일상', '섹시한_일상', '러블리한_일상', '내추럴한_일상', '청순한_일상', '솔직한_일상', '달달한_일상', '유쾌한_일상', '재미있는_일상', '특별_일상', '생생한_일상', '멋스러운_일상', '깜찍한_일상', '소박한_일상', '자연스러운_일상', '패셔니스타다운_일상', '다정한_일상', '풍부한_일상', '건강한_일상', '화사_일상', '귀여워_일상', '상큼함_일상', '상큼한_일상', '물씬 풍기는_일상', '놀라_일상', '차별화된_일상', '평범했던_일상', '돋보이는_일상', '피곤한_일상', '없는_일상', '화사한_일상']"
콘셉트,o,['기타'],170,"[1, 1, 0, 0, 1, 1, 0, 0, 0, -1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1]","['다양한_콘셉트', '독특한_콘셉트', '아우르는_콘셉트', '없는_콘셉트', '신선한_콘셉트', '누비는_콘셉트', '많은_콘셉트', '굉장히 많은_콘셉트', '상반된_콘셉트', '못하는_콘셉트', '섹시한_콘셉트', '폭넓은_콘셉트', '한층 업그레이드된_콘셉트', '유니크한_콘셉트', '청순한_콘셉트', '확실한_콘셉트', '화사_콘셉트', '참신한_콘셉트', '이야기_콘셉트', '특별한_콘셉트', '알맞은_콘셉트', '성공_콘셉트']"
결과,o,['기타'],168,"[1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, -1, 1, 1, -1, 1, 1, -1, 1]","['결과_가능하다', '결과_받았', '결과_승리', '결과_끌어', '결과_없었', '결과_승리했', '결과_없다', '결과_가장 중요한', '결과_돋보였다', '결과_받은', '결과_중요', '결과_가능하', '결과_크다', '결과_확보', '결과_패배하', '결과_승리하', '결과_사로잡았', '결과_중단', '결과_화려하', '결과_주목할 만한', '결과_금지', '결과_조명한']"
노래,o,['음악'],161,"[1, 1, 1, 0, -1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, -1, 1, 1, 1, -1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]","['가장 좋아하는_노래', '자랑하는_노래', '좋은_노래', '없는_노래', '힘든_노래', '상징하는_노래', '다양한_노래', '신기한_노래', '많은_노래', '더한_노래', '감미로운_노래', '소중한_노래', '희망_노래', '사랑받은_노래', '오래된_노래', '아니_노래', '돋보이는_노래', '선호하는_노래', '밝은_노래', '못했던_노래', '어색했_노래', '감동_노래', '완벽한_노래', '높이는_노래', '선사하는_노래', '섬세한_노래', '화사_노래', '돋는_노래', '좋아지는_노래', '신나는_노래', '자극하는_노래', '아끼던_노래', '가장 뿌듯한_노래', '신선한_노래', '더하는_노래', '사랑한_노래', '사랑해_노래', '유명한_노래', '깊은_노래', '좋아하는_노래', '돋보인_노래', '좋아할_노래']"
아우라,o,['분위기'],159,"[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1]","['시크한_아우라', '다소 시크한_아우라', '없는_아우라', '압도_아우라', '신비로운_아우라', '한층 성숙한_아우라', '매우 독특한_아우라', '사로잡는_아우라', '유니크한_아우라', '우아한_아우라', '독특한_아우라', '빛나는_아우라', '요염한_아우라', '돋보이는_아우라', '단아한_아우라', '섹시_아우라', '폭발하는_아우라', '섹시함_아우라', '압도하는_아우라']"
기록,o,['기타'],159,"[0, 0, 1, 0, 1, -1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, -1, 1, 1, 1, 1, 1, 1, 1, 1]","['유의미한_기록', '놀라_기록', '다양한_기록', '없는_기록', '승리_기록', '힘든_기록', '가장 좋은_기록', '빛나는_기록', '전무후무한_기록', '좋은_기록', '어마어마한_기록', '대단한_기록', '특별한_기록', '막강한_기록', '받는_기록', '경이로운_기록', '많은_기록', '달성한_기록', '상반된_기록', '속한_기록', '사랑_기록', '인정받는_기록', '높였_기록', '뜨거웠던_기록', '잘하는_기록', '성장_기록', '달성하는_기록', '뜻깊은_기록']"
목소리,o,['기타'],156,"[1, 0, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 0, 1, 1, -1, 0, 0, 0, 0, -1, -1, 1, 1, -1, 1, 1, -1, 1, 0, 1, 1, 0, 1, 1, 0]","['감미로운_목소리', '애절한_목소리', '세련된_목소리', '청아한_목소리', '섬세한_목소리', '우려_목소리', '달콤한_목소리', '다양한_목소리', '어울리는_목소리', '달달한_목소리', '포근한_목소리', '성숙_목소리', '깊어진_목소리', '가능_목소리', '깊이 있는_목소리', '허스키한_목소리', '따스한_목소리', '걱정하는_목소리', '아우르는_목소리', '독특한_목소리', '좋아하는_목소리', '반성_목소리', '없다_목소리', '찰떡같은_목소리', '원하는_목소리', '느껴지는_목소리', '반대하는_목소리', '지지_목소리', '맑은_목소리', '그루비한_목소리', '의심_목소리', '화사_목소리', '사랑스러운_목소리', '분노_목소리', '따뜻한_목소리', '오묘한_목소리', '유니크한_목소리', '탁월한_목소리', '자극하는_목소리', '상큼한_목소리', '시원한_목소리', '바라는_목소리']"
활동,o,['앨범'],148,"[-1, 1, -1, -1, 1, 1, 1, -1, -1, 1, 1, 1, 1, 1, 0, 1, 1, 0, -1, 1, 0, 1, 1, 1, -1, -1, 1, 1, -1, 0, 1, 1, 1, 1, 1, -1, 0]","['활동_중단한', '활동_성황리에 마무리한', '활동_아니', '활동_중단하', '활동_멋있는', '활동_발휘할', '활동_기대하', '활동_중단', '활동_중단했', '활동_인정받았', '활동_기대', '활동_좋은', '활동_성공적으로 마무리한', '활동_활발', '활동_없는', '활동_기대되는', '활동_가능할', '활동_없을', '활동_어렵다', '활동_선보일지', '활동_더한', '활동_기대된다', '활동_자유로운', '활동_이루어지', '활동_힘든', '활동_못하', '활동_성숙한', '활동_인정받은', '활동_중단된', '활동_많아', '활동_뜨거웠던', '활동_사랑해', '활동_격려하는', '활동_기대하는', '활동_기쁘다', '활동_못한', '활동_없어']"
공연,o,['퍼포먼스'],140,"[1, 0, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]","['화려한_공연', '높은_공연', '가득한_공연', '후회할_공연', '특별한_공연', '풍성한_공연', '선사할_공연', '안전한_공연', '사로잡는_공연', '감미로운_공연', '완벽한_공연', '성공_공연', '다양한_공연', '돋보이는_공연', '선보이고 있는_공연', '설레이는_공연', '아우르는_공연']"
카리스마,o,['분위기'],138,"[1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['카리스마_자랑하', '카리스마_느껴지는', '카리스마_뽐낸', '카리스마_선보였', '카리스마_자랑했', '카리스마_돋보이는', '카리스마_폭발하는', '카리스마_드러냈', '카리스마_귀여움', '카리스마_발휘한', '카리스마_강조했', '카리스마_뽐내', '카리스마_뽐내는', '카리스마_가득한', '카리스마_발휘하', '카리스마_돋보인', '카리스마_자아냈', '카리스마_깜찍함', '카리스마_자유로운', '카리스마_시크한', '카리스마_압도했', '카리스마_압도하', '카리스마_화사', '카리스마_선보이고 있는', '카리스마_빛나는', '카리스마_싱그러운', '카리스마_파워풀한', '카리스마_성장', '카리스마_과시했', '카리스마_사로잡는', '카리스마_선사']"
앨범,o,['앨범'],137,"[1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, -1, -1, 1, 1, 1, 1, 1, 1, 1, 0, -1, 1, 1, 1, 0, 1, 1, -1, 1, 1]","['앨범_완성', '앨범_높은', '앨범_차지했을', '앨범_좋은', '앨범_다양한', '앨범_선보이는', '앨범_선보일지', '앨범_높였', '앨범_신선한', '앨범_많은', '앨범_행복하', '앨범_사로잡았', '앨범_완전', '앨범_아니었', '앨범_아니', '앨범_소중하', '앨범_중요하', '앨범_완성했', '앨범_자랑할', '앨범_독특한', '앨범_완성할', '앨범_강렬함', '앨범_많아', '앨범_후회', '앨범_활약했', '앨범_기대', '앨범_차지했', '앨범_많았', '앨범_장식', '앨범_놀랍', '앨범_아니다', '앨범_설레', '앨범_화려한']"
시너지,o,['팀워크'],135,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['시너지_발휘하', '시너지_돋보이는', '시너지_선사한', '시너지_발휘할', '시너지_발휘', '시너지_과시했', '시너지_발휘하는', '시너지_발휘한', '시너지_선사할', '시너지_발휘했', '시너지_끌었', '시너지_사로잡', '시너지_기대', '시너지_추진한', '시너지_좋을', '시너지_뽐낸', '시너지_높이는', '시너지_돋보였다', '시너지_기대된다', '시너지_자랑할', '시너지_추진', '시너지_뚜렷한', '시너지_이루', '시너지_높였']"
스타일,o,['패션'],132,"[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, -1, 1, 0, 1, 1, 1, 0, 1, 1, 0]","['다양한_스타일', '트렌디한_스타일', '독특한_스타일', '과감한_스타일', '새롭게 선보이는_스타일', '깔끔하게 부르는_스타일', '멋스러운_스타일', '선호하는_스타일', '섹시한_스타일', '돋보이는_스타일', '댄디한_스타일', '럭셔리한_스타일', '화려한_스타일', '모던한_스타일', '유니크한_스타일', '더한_스타일', '시크한_스타일', '깔끔한_스타일', '완성한_스타일', '자연스러운_스타일', '세련되_스타일', '편안함_스타일', '난해한_스타일', '발랄한_스타일', '펑키한_스타일', '스타일리시한_스타일', '화사_스타일', '적합한_스타일', '소박한_스타일', '행복하_스타일', '신선한_스타일', '없는_스타일']"
상황,o,['분위기'],131,"[0, -1, 1, -1, 1, 0, 1, -1, 1, 0, 1, 0, -1, 1, -1, -1, -1, -1, 0, -1, 0, -1, -1]","['없는_상황', '못한_상황', '고조되고 있는_상황', '힘든_상황', '웃픈_상황', '받은_상황', '다양한_상황', '못할_상황', '주목받고 있는_상황', '높은_상황', '가능한_상황', '느끼는_상황', '분노_상황', '완성된_상황', '불가능한_상황', '만만치 않은_상황', '우려_상황', '절박한_상황', '높아지는_상황', '못했던_상황', '다이내믹한_상황', '쓸데없는_상황', '부족한_상황']"
앨범,o,['앨범'],131,"[0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1]","['높은_앨범', '가장 많은_앨범', '화사_앨범', '좋은_앨범', '완성될_앨범', '뜻깊은_앨범', '많은_앨범', '없는_앨범', '다양한_앨범', '느껴지는_앨범', '든든한_앨범', '너무 많은_앨범', '아우르는_앨범', '단순한_앨범', '받은_앨범', '만족스러운_앨범', '자극하는_앨범', '좋아하는_앨범', '한가득 담은_앨범', '뿌듯한_앨범', '선보이는_앨범', '만족하_앨범', '행복한_앨범', '기부_앨범', '진솔하게 담은_앨범', '달성한_앨범', '물씬 풍기는_앨범', '가능한_앨범', '끌어_앨범', '못한_앨범', '소중한_앨범', '이루_앨범']"
스타일링,o,['패션'],128,"[1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, -1, 1]","['다양한_스타일링', '화려한_스타일링', '과감한_스타일링', '돋보이는_스타일링', '사랑스러운_스타일링', '댄디한_스타일링', '시크한_스타일링', '유니크한_스타일링', '물씬 풍기는_스타일링', '느껴지는_스타일링', '세련된_스타일링', '깔끔한_스타일링', '깜찍한_스타일링', '섬세한_스타일링', '스타일리시한_스타일링', '청순한_스타일링', '완벽한_스타일링', '따뜻한_스타일링', '우아한_스타일링', '다양_스타일링', '없는_스타일링', '경쾌하_스타일링', '한층 업그레이드된_스타일링', '패셔니스타다운_스타일링', '블링블링한_스타일링', '로맨틱한_스타일링', '편안한_스타일링', '부족한_스타일링', '독특한_스타일링']"
몸매,o,['몸매'],128,"[1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 0, 1, 1]","['몸매_자랑했', '몸매_사로잡는', '몸매_과시했', '몸매_두드러지는', '몸매_드러냈', '몸매_자랑', '몸매_뽐내', '몸매_자아냈', '몸매_청순한', '몸매_돋보인', '몸매_자랑하', '몸매_뽐내는', '몸매_극찬한', '몸매_아니', '몸매_뚜렷한', '몸매_끌었', '몸매_인정했', '몸매_탄탄한', '몸매_섹시', '몸매_뽐낸', '몸매_감탄', '몸매_선보였', '몸매_완벽', '몸매_과시', '몸매_압도', '몸매_자랑한', '몸매_너무 예쁘다', '몸매_섹시한', '몸매_과감한', '몸매_좋았', '몸매_발랄한']"
무드,o,['분위기'],127,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1]","['무드_자아냈', '무드_사로잡는', '무드_선보였', '무드_자아내', '무드_자아내는', '무드_사로잡을', '무드_높였', '무드_싱그러운', '무드_완성하는', '무드_스타일리시한', '무드_완성한', '무드_우수한', '무드_더하는', '무드_자랑하', '무드_선사한', '무드_러블리하', '무드_수줍은', '무드_자랑한', '무드_좋다']"
뮤직비디오,o,['앨범'],125,"[1, -1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['뮤직비디오_선보였', '뮤직비디오_토했', '뮤직비디오_선보이던', '뮤직비디오_달성했', '뮤직비디오_끌어', '뮤직비디오_완벽하게 소화했', '뮤직비디오_발휘했', '뮤직비디오_다양한', '뮤직비디오_더한', '뮤직비디오_즐기', '뮤직비디오_달성하', '뮤직비디오_달성한', '뮤직비디오_달성하는', '뮤직비디오_인기에 힘입어', '뮤직비디오_아니', '뮤직비디오_자랑했', '뮤직비디오_반열에 올리는', '뮤직비디오_지키', '뮤직비디오_인정', '뮤직비디오_가능하다', '뮤직비디오_폭발한', '뮤직비디오_해결하', '뮤직비디오_돋보인', '뮤직비디오_자랑하', '뮤직비디오_극찬했', '뮤직비디오_달성', '뮤직비디오_사랑해', '뮤직비디오_꾸준한', '뮤직비디오_사로잡았', '뮤직비디오_완성됐', '뮤직비디오_기대했', '뮤직비디오_돋보였다']"
군무,o,['안무'],122,"[1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1]","['파워풀한_군무', '돋보이는_군무', '없는_군무', '느껴지는_군무', '이루는_군무', '높은_군무', '황홀한_군무', '화려한_군무', '완벽한_군무', '화사_군무', '다이내믹한_군무', '압도_군무']"
의상,o,['패션'],118,"[1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1]","['화려한_의상', '컬러풀한_의상', '느껴지는_의상', '돋보이는_의상', '편안한_의상', '과감한_의상', '없는_의상', '특별_의상', '상큼발랄한_의상', '유니크한_의상', '알맞은_의상', '타이트한_의상', '독특한_의상', '유명한_의상', '우아한_의상', '깊은_의상', '빛나는_의상', '포근한_의상', '가득한_의상', '세련된_의상', '다양한_의상', '화끈한_의상', '물씬 풍기는_의상', '멋스러운_의상', '아찔_의상']"
카리스마,o,['분위기'],117,"[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, -1, 1, 1, 1, 1]","['시크한_카리스마', '파워풀한_카리스마', '강렬_카리스마', '없는_카리스마', '압도하는_카리스마', '화사_카리스마', '압도_카리스마', '우아한_카리스마', '섹시한_카리스마', '신비로운_카리스마', '강력한_카리스마', '와일드한_카리스마', '돋보이는_카리스마', '완성한_카리스마', '뽐낸_카리스마', '폭발하는_카리스마', '여유_카리스마', '예쁘_카리스마', '빛나는_카리스마', '당당한_카리스마', '섹시_카리스마', '깜찍한_카리스마', '파워풀_카리스마', '느껴지는_카리스마', '화려한_카리스마', '질투하는_카리스마', '완벽한_카리스마', '러블리한_카리스마', '사로잡는_카리스마', '귀여움_카리스마']"
입담,o,['기타'],117,"[1, 1, 1, 1, 1, 0, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['입담_뽐내', '입담_과시한', '입담_선보였', '입담_자랑했', '입담_자랑하', '입담_드러냈', '입담_분석', '입담_과시했', '입담_유쾌함', '입담_유쾌한', '입담_뽐낸', '입담_자랑', '입담_재치', '입담_겸비한', '입담_선사', '입담_자랑한', '입담_사로잡았']"
우정,o,['사회성'],116,"[1, 1, 1, 1, -1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['우정_자랑했', '우정_과시했', '우정_돋보이는', '우정_과시한', '우정_과시', '우정_드러냈', '우정_더한', '우정_자랑', '우정_선보이는', '우정_자아냈', '우정_과시하', '우정_사랑', '우정_새롭게 선보이는', '우정_자랑하는', '우정_사로잡았', '우정_뭉클함', '우정_아끼는']"
음악 스펙트럼,o,['음악'],115,"[1, 1, 1, 1, 0]","['폭넓은_음악 스펙트럼', '가능_음악 스펙트럼', '더욱 다양한_음악 스펙트럼', '이루_음악 스펙트럼', '넓은_음악 스펙트럼']"
경험,o,['기타'],115,"[-1, 1, 1, 1, 0, 1, -1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1]","['당하는_경험', '특별한_경험', '생생한_경험', '다양한_경험', '많은_경험', '즐기는_경험', '지는_경험', '없는_경험', '차별화된_경험', '신기한_경험', '재밌는_경험', '훌륭한_경험', '받은_경험', '재미있는_경험', '짜릿한_경험', '신선한_경험', '사로잡는_경험']"
